id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365
1363093,Large & bright 900ftÂ² 1br in WV,67557162323,unconfirmed,Foster,Manhattan,West Village,40.73291,-74.00059,TRUE,moderate,Entire home/apt,,$377 ,$75 ,4,6,6/28/2017,0.16,4,1,153
1363645,At a very nice area in the WestSide,27086952528,unconfirmed,Bennett,Manhattan,Washington Heights,40.85099,-73.92822,FALSE,flexible,Private room,2021,$986 ,$197 ,60,4,3/7/2015,0.06,,1,355
1364197,HANCOCK VERY SMALL ROOM,86033283627,verified,Alexander,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918,TRUE,flexible,Private room,2019,$492 ,$98 ,1,7,7/10/2018,0.08,,4,250
1364749,Pre-War Williamsburg Loft,40058264822,unconfirmed,Roberts,Brooklyn,Williamsburg,40.7184,-73.96019,TRUE,moderate,Entire home/apt,2020,$822 ,$164 ,5,125,7/7/2019,3.04,,1,164
1365302,1 Bedroom Available In My Two Bedroom Flat,37408540678,verified,Scott,Brooklyn,Crown Heights,40.67495,-73.95563,FALSE,flexible,Private room,2009,$69 ,$14 ,3,0,,,,1,158
1365854,SPACIOUS PRIVATE LITTLE ITALY FLAT,40184049403,unconfirmed,Wells,Manhattan,Chinatown,40.71582,-73.99902,FALSE,moderate,Entire home/apt,2010,$538 ,$108 ,1,49,3/12/2014,0.58,2,1,88
1366406,The Lenox in Harlem,34685841363,verified,Allen,Manhattan,Harlem,40.81068,-73.94288,FALSE,strict,Private room,2008,"$1,029 ",$206 ,1,11,9/25/2017,0.12,1,2,67
1366959,The Lenox in Harlem,11362726562,unconfirmed,Spencer,Manhattan,Harlem,40.81122,-73.94279,TRUE,moderate,Entire home/apt,2021,$792 ,$158 ,5,0,,,1,2,412
1367511,Heart & Soul of Greenwich Village,3589586967,unconfirmed,Wells,Manhattan,Greenwich Village,40.73129,-73.99944,TRUE,strict,Entire home/apt,2019,$262 ,$52 ,3,107,5/23/2019,1.15,2,1,350
1368063,Prime Williamsburg Loft off Bedford,24138275549,verified,Hall,Brooklyn,Williamsburg,40.71628,-73.95737,FALSE,strict,Private room,2003,$58 ,$12 ,2,241,6/29/2019,2.6,4,1,109
1368616,Private Bdrm /Bath 1 block Ctrl Prk,35885613841,unconfirmed,Edwards,Manhattan,Upper West Side,40.78558,-73.9726,FALSE,flexible,Private room,2014,$53 ,$11 ,1,176,6/29/2019,1.89,3,1,364
1369168,+Highly Satisfactory LES dwelling++,20138015423,unconfirmed,Richards,Manhattan,Chinatown,40.7146,-73.991,TRUE,flexible,Private room,2006,$792 ,$158 ,4,151,6/16/2019,1.63,4,2,193
1369720,Whole apartment / 2 bedroom in NYC,57502125392,unconfirmed,Clark,Manhattan,East Harlem,40.79493,-73.94462,TRUE,moderate,Entire home/apt,2004,$383 ,$77 ,3,49,9/8/2018,0.53,2,2,402
1370272,"Spacious, modern loft in awesome neighborhood",68905124683,unconfirmed,Morgan,Brooklyn,Sunset Park,40.6623,-73.99049,TRUE,flexible,Entire home/apt,2014,"$1,145 ",$229 ,120,13,1/9/2018,0.14,3,1,248
1370825,Loft Suite @ The Box House Hotel,41917153622,unconfirmed,Warren,Brooklyn,Greenpoint,40.73693,-73.95284,TRUE,flexible,Entire home/apt,2009,"$1,113 ",$223 ,3,33,6/24/2019,0.47,3,28,233
1371377,Loft Suite @ The Box House Hotel,75427375884,verified,Gray,Brooklyn,,40.73641,-73.9533,FALSE,strict,Entire home/apt,2006,$104 ,$21 ,3,24,6/11/2018,0.32,4,28,419
1371929,Loft Suite @ The Box House Hotel,65023787413,verified,Morgan,Brooklyn,Greenpoint,40.73794,-73.95254,FALSE,strict,Entire home/apt,2009,$685 ,$137 ,3,59,6/24/2019,0.66,2,28,109
1372482,Well Kept  Private Room around  Brighton  Beach,66850601740,unconfirmed,Richards,Brooklyn,Brighton Beach,40.58147,-73.96726,FALSE,strict,Private room,2011,$637 ,$127 ,1,2,6/25/2015,0.04,1,1,189
1373034,Large 1 Bedroom furnished on UWS,50926699500,unconfirmed,Brown,Manhattan,Upper West Side,40.79771,-73.96323,FALSE,strict,Entire home/apt,2013,$678 ,$136 ,2,16,6/28/2019,0.23,2,1,250
1373586,Chez Carine - Privacy in Manhattan,32459414344,unconfirmed,Jones,Manhattan,Harlem,40.81512,-73.94692,TRUE,flexible,Private room,2008,$878 ,$176 ,2,72,11/26/2018,0.77,3,1,203
1374139,Loft Suite @ Box House Hotel,20579239232,unconfirmed,Gibson,Brooklyn,Greenpoint,40.7373,-73.95323,,,Entire home/apt,2005,$534 ,$107 ,3,24,4/25/2019,0.26,3,28,26
1374691,Loft Suite @ The Box House Hotel,53927684523,verified,Richardson,Brooklyn,Greenpoint,40.73708,-73.95271,,,Entire home/apt,2006,$947 ,$189 ,3,23,6/22/2019,0.26,3,28,384
1379662,2 BR Duplex @ Box House Hotel,71778673938,verified,Harris,Brooklyn,Greenpoint,40.73793,-73.95316,FALSE,moderate,Private room,2012,$310 ,$62 ,3,7,11/16/2018,0.08,3,28,
1380214,Husband & Wife Art-Filled Apartment,23247142217,verified,Payne,Brooklyn,Clinton Hill,40.68197,-73.96549,FALSE,strict,Entire home/apt,2022,$627 ,$125 ,1,2,1/13/2014,0.03,5,1,
1380766,"3BR, 2 bathroom condo in Bushwick",85660465088,verified,Montgomery,Brooklyn,Bushwick,40.70271,-73.91566,TRUE,strict,Entire home/apt,2013,$564 ,$113 ,2,178,6/24/2019,2.69,4,1,
1381871,Cozy 2 Bedroom 20 Min from City,41257472265,unconfirmed,Kelly,Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,FALSE,moderate,Entire home/apt,2018,$143 ,$29 ,2,190,6/23/2019,2.04,3,1,
1382423,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,70583384009,verified,Murphy,Manhattan,Nolita,40.72004,-73.99424,FALSE,strict,Entire home/apt,2018,$778 ,$156 ,7,25,6/30/2019,0.27,3,2,
1382975,"Entire apt NYC, Queens. 15 min from Times Square.",93058121104,verified,Smith,Queens,Sunnyside,40.74511,-73.92398,FALSE,flexible,Entire home/apt,2004,$692 ,$138 ,10,81,5/31/2019,0.98,5,2,
1383528,Luxury Chelsea Townhouse at the High Line,89772663884,unconfirmed,Thompson,Manhattan,Chelsea,40.74599,-74.00253,FALSE,flexible,Entire home/apt,2006,$499 ,$100 ,2,7,6/22/2019,0.08,1,1,
1384080,Alchemy BnB - room in artist loft,59810199450,verified,Morrison,Brooklyn,Cobble Hill,40.68946,-73.99385,TRUE,flexible,Private room,2022,$844 ,$169 ,4,216,1/7/2019,2.31,5,1,
1384632,Sunny! 2br Steps to train/restaurants - 15 to NYC,20925642299,unconfirmed,Morrison,Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473,FALSE,strict,Entire home/apt,2012,$661 ,$132 ,30,31,1/28/2019,0.33,4,1,
1385185,Zen Den (Airport Pickup: JFK & LGA),91471245378,verified,Hunt,Brooklyn,Cypress Hills,40.67855,-73.8896,FALSE,moderate,Private room,2019,$128 ,$26 ,90,53,12/8/2017,0.57,4,2,
1385737,Heart of Williamsburg. Brand New.,52060217625,verified,Hawkins,Brooklyn,Williamsburg,40.71408,-73.9489,TRUE,strict,Private room,2008,"$1,025 ",$205 ,3,247,6/21/2019,2.65,2,2,
1386289,"Fresh, Clean Brooklyn Garden Apt.",12977044205,verified,Ross,Brooklyn,Clinton Hill,40.68618,-73.96144,FALSE,flexible,Entire home/apt,2018,$758 ,$152 ,3,233,10/4/2019,2.5,5,1,318
1386841,Guest Apartment in Owner Occupied Home,26428960619,verified,Craig,Brooklyn,Park Slope,40.67379,-73.98454,FALSE,flexible,Entire home/apt,2005,$963 ,$193 ,3,135,6/24/2019,1.45,5,1,162
1387394,My Home Is Your Home,35584537827,unconfirmed,Ferguson,Queens,St. Albans,40.70554,-73.76637,TRUE,strict,Private room,2015,$738 ,$148 ,4,20,12/30/2015,0.23,3,1,140
1387946,Spacious & Stylish Chelsea One Bedroom Apartment,88495754661,unconfirmed,Smith,Manhattan,West Village,40.74031,-74.00532,FALSE,strict,Entire home/apt,2019,$328 ,$66 ,4,46,2/6/2019,0.5,4,1,418
1388498,CHELSEA 1 Bdrm Plus Sleeping Loft!!,67587640600,verified,Perkins,Manhattan,Chelsea,40.74618,-74.00392,TRUE,strict,Entire home/apt,2015,$177 ,$35 ,365,10,10/26/2014,0.12,1,1,230
1389051,Spacious room in beautiful apt!,34816624694,verified,Cooper,Manhattan,Harlem,40.81872,-73.94567,FALSE,flexible,Private room,2007,"$1,137 ",$227 ,1,143,6/30/2018,2.83,1,1,365
1389603,"Oceanview,close to Manhattan",88132463176,verified,Mitchell,Staten Island,Arrochar,40.59251,-74.06479,FALSE,strict,Entire home/apt,2005,$459 ,$92 ,2,21,5/22/2019,0.26,5,4,388
1390155,"Affordable rooms,all transportation",33493041868,unconfirmed,Richards,Staten Island,Arrochar,40.59101,-74.06685,TRUE,moderate,Private room,2014,"$1,012 ",$202 ,7,0,,,4,4,315
1390708,"Budget stay, near transportation",68286462615,unconfirmed,Cunningham,Staten Island,Arrochar,40.59262,-74.06659,FALSE,moderate,Entire home/apt,2013,$845 ,$169 ,2,8,5/19/2019,0.09,1,4,297
1391260,Fort Greene brownstone 1BR- SUBLET,18475503970,unconfirmed,Harris,Brooklyn,Fort Greene,40.69142,-73.97203,TRUE,strict,Entire home/apt,2010,$937 ,$187 ,7,4,8/28/2017,0.05,1,2,167
1391812,NewYork Modern Pre-War LoftStudio,21342091752,unconfirmed,Anderson,Manhattan,Upper East Side,40.76928,-73.95021,FALSE,flexible,Entire home/apt,2019,$761 ,$152 ,2,314,1/7/2019,3.45,4,2,388
1392364,Cozy Artist Duplex **Bedstuy Charm**,37815426324,unconfirmed,Carter,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,FALSE,flexible,Entire home/apt,2003,$563 ,$113 ,3,18,6/18/2019,0.25,3,1,178
1392917,Apartment in Best location in NYC,77372423151,verified,Mitchell,Manhattan,West Village,40.72953,-74.00462,FALSE,moderate,Entire home/apt,2014,$294 ,$59 ,7,11,5/27/2015,0.12,1,1,381
1393469,Inspired in Historic Downtown NYC!,27783282805,unconfirmed,Fowler,Manhattan,Financial District,40.70523,-74.01345,TRUE,strict,Private room,2015,$483 ,$97 ,7,51,2/6/2019,0.55,3,1,35
1394021,Chelsea/West Village - 2bdrm apt,43083885155,unconfirmed,Hunt,Manhattan,Chelsea,40.74025,-74.00161,TRUE,moderate,Private room,2012,$313 ,$63 ,5,20,1/4/2017,0.33,4,1,14
1394574,1500+ sq ft 2BR West Village Loft,1260650809,verified,Brooks,Manhattan,West Village,40.73378,-74.00429,FALSE,moderate,Entire home/apt,2004,$878 ,$176 ,7,8,12/30/2017,0.12,5,1,132
1395126,Cozy & Clean Lower East Side Apt.,6756748484,verified,Nelson,Manhattan,Lower East Side,40.72087,-73.99022,FALSE,flexible,Entire home/apt,2004,$121 ,$24 ,31,59,6/6/2019,0.63,1,1,370
1395678,Spacious Townhome Apt in Brooklyn,26935160679,verified,Barnes,Brooklyn,East Flatbush,40.64468,-73.94219,TRUE,strict,Entire home/apt,2005,$86 ,$17 ,4,54,6/24/2019,0.62,1,1,-9
1396231,Chic + Stylish room in heart of LowerEastSide NYC!,29008095411,verified,Watson,Manhattan,Lower East Side,40.7193,-73.98966,FALSE,strict,Private room,2016,"$1,165 ",$233 ,5,10,12/31/2018,0.46,4,1,355
1396783,Landmark 2 Bedroom West Village NYC,340758042,verified,Scott,Manhattan,West Village,40.73312,-74.0042,TRUE,strict,Entire home/apt,2006,$640 ,$128 ,4,153,6/25/2019,1.66,5,4,254
1397335,2 bedroom apt in charming brick townhouse,40199067873,unconfirmed,Davis,Brooklyn,Fort Greene,40.69778,-73.97676,TRUE,moderate,Entire home/apt,2012,$342 ,$68 ,3,110,2/6/2019,1.2,2,1,302
1397887,Room in East Village with Private Entrance,95185712716,unconfirmed,Ross,Manhattan,East Village,40.72534,-73.98591,FALSE,moderate,Private room,2016,"$1,014 ",$203 ,2,69,1/1/2019,0.91,4,2,9
1398440,Cozy&Clean in a great neighborhood,87035832732,unconfirmed,Douglas,Manhattan,Harlem,40.82151,-73.94516,TRUE,strict,Entire home/apt,2016,$494 ,$99 ,1,1,1/27/2019,0.18,3,1,336
1398992,Prime Williamsburg 1/BD New Condo,93988661910,verified,Kelley,Brooklyn,Williamsburg,40.72059,-73.9567,FALSE,flexible,Entire home/apt,2011,$155 ,$31 ,180,24,8/19/2015,0.26,4,1,88
1399544,City Skyline Views from every room!,8120491427,verified,Roberts,Queens,Sunnyside,40.74558,-73.92324,TRUE,moderate,Private room,,$367 ,$73 ,2,95,2/1/2019,1.02,5,2,387
1400097,Contemporary & Classic Sanctuary on the Hudson,8505005505,verified,Alexander,Manhattan,Upper West Side,40.79433,-73.9765,FALSE,flexible,Entire home/apt,,$90 ,$18 ,2,129,4/28/2019,1.41,1,1,22
1400649,Comfortable Manhattanville,59313613852,unconfirmed,Harris,Manhattan,Morningside Heights,40.81055,-73.95549,FALSE,flexible,Private room,,$608 ,$122 ,7,171,3/31/2019,1.84,1,2,42
1401201,Private room w/ queen bed + rooftop,92049258740,verified,Brooks,Brooklyn,Crown Heights,40.6711,-73.95231,FALSE,flexible,Private room,2021,$659 ,$132 ,2,20,9/6/2019,0.59,4,1,396
1401754,Zen Eyrie â€“Airport Pick-Up: JFK/LGA,46829060757,unconfirmed,Owens,Brooklyn,Cypress Hills,40.67962,-73.88928,TRUE,flexible,Private room,2012,$290 ,$58 ,90,17,3/5/2017,0.27,1,2,33
1402306,Studio sublet in Hell's kitchen,42150054304,verified,Baker,Manhattan,,40.76217,-73.98411,TRUE,moderate,Entire home/apt,2003,$831 ,$166 ,5,8,8/1/2015,0.09,3,1,322
1402858,Luxury NYC 2 Bedroom with Terrace,95403947038,unconfirmed,Lloyd,Manhattan,Upper East Side,40.76128,-73.96463,TRUE,moderate,Entire home/apt,2005,$907 ,$181 ,7,11,1/11/2015,0.12,5,1,302
1403410,Bright unique designer loft in Soho,39384846334,verified,Higgins,Manhattan,Nolita,40.72313,-73.99438,TRUE,moderate,Entire home/apt,2008,$158 ,$32 ,5,5,5/7/2018,0.09,5,1,73
1403963,Spacious  2 bed Loft apartment Bedford L,88007936623,unconfirmed,Martin,Brooklyn,Williamsburg,40.7177,-73.95576,TRUE,flexible,Entire home/apt,2016,"$1,170 ",$234 ,4,0,,,1,1,373
1404515,Beautiful studio by Central Park,78700082645,unconfirmed,Carter,Manhattan,Upper West Side,40.78448,-73.97289,TRUE,flexible,Entire home/apt,2022,"$1,044 ",$209 ,30,36,3/19/2019,0.39,4,5,333
1405067,One bed suite with private garden,464927437,unconfirmed,Myers,Manhattan,,40.78304,-73.97447,FALSE,flexible,Entire home/apt,2005,$624 ,$125 ,30,16,3/31/2019,0.17,4,5,24
1405620,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,79905464481,unconfirmed,Douglas,Brooklyn,Fort Greene,40.68737,-73.97125,FALSE,moderate,Entire home/apt,2007,$282 ,$56 ,15,5,12/7/2018,0.12,2,1,404
1406172,West Village cozy 2 bedroom  NYC,61572065747,unconfirmed,Ferguson,Manhattan,Chelsea,40.74139,-74.0005,FALSE,moderate,Entire home/apt,2006,$436 ,$87 ,4,0,,,1,1,112
1406724,2 Bedroom Gem - Prime LES Location,39482300104,verified,Bailey,Manhattan,Lower East Side,40.71992,-73.98773,FALSE,flexible,Entire home/apt,2019,$673 ,$135 ,4,68,3/6/2019,0.77,5,1,175
1407277,REAL 2BR-HEART OF SOHO-LITTLE ITALY,57658096355,verified,Andrews,Manhattan,Little Italy,40.71905,-73.99677,TRUE,moderate,Entire home/apt,2008,$115 ,$23 ,28,89,6/30/2018,0.99,5,1,26
1407829,BIG ROOM / DOWNTOWN  LOFT /,68542964338,unconfirmed,Ferguson,Manhattan,Financial District,40.70741,-74.00102,TRUE,strict,Private room,2011,$979 ,$196 ,30,10,6/24/2019,1.02,4,1,405
1408381,Large Sunny Bedroom in QNS NYC,1772627031,unconfirmed,Hill,Queens,Rego Park,40.73349,-73.86009,TRUE,flexible,Private room,2006,$896 ,$179 ,1,38,1/7/2019,0.85,3,1,83
1408933,Home Away From Home-Room in Bronx,58258680630,verified,Howard,Bronx,Wakefield,40.89557,-73.8447,FALSE,flexible,Private room,2010,$756 ,$151 ,2,15,9/6/2019,0.17,3,1,64
1409486,Private clean pleasant spacious room.,52738256367,verified,Morgan,Brooklyn,Kensington,40.64277,-73.97296,TRUE,flexible,Private room,2003,$422 ,$84 ,2,20,1/21/2019,0.42,3,1,181
1410038,"Charming Hotel Alternative
Mount Sinai",78310618303,unconfirmed,Mitchell,Manhattan,East Harlem,40.79111,-73.94466,TRUE,strict,Private room,2019,$586 ,$117 ,3,25,6/15/2019,0.96,5,2,246
1410590,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,78044104062,unconfirmed,Hall,Manhattan,Harlem,40.79951,-73.95257,FALSE,strict,Entire home/apt,2020,$666 ,$133 ,2,35,5/27/2019,0.42,3,1,261
1411143,Resort-like living in Williamsburg,72358124487,unconfirmed,Higgins,Brooklyn,Williamsburg,40.71647,-73.93974,TRUE,flexible,Entire home/apt,2013,"$1,183 ",$237 ,30,1,9/24/2013,0.01,2,1,253
1411695,Hudson Yards with views of The Highline Park,1874009851,verified,Watson,Manhattan,Chelsea,40.75114,-74.00195,TRUE,strict,Entire home/apt,2020,$175 ,$35 ,3,64,2/6/2019,0.7,4,1,92
1412247,Brooklyn: A Huge Bedroom + Good Vibes,3939862456,unconfirmed,Rogers,Brooklyn,Crown Heights,40.66431,-73.93216,TRUE,flexible,Private room,2019,$72 ,$14 ,3,26,2/16/2019,0.33,2,1,66
1412800,One stop from Midtown Manhattan!,95079730050,unconfirmed,Rogers,Queens,Long Island City,40.74579,-73.95012,TRUE,flexible,Private room,2015,$620 ,$124 ,2,244,6/25/2019,2.74,5,1,142
1413352,"Private Room Very Near L train, Bushwick",15864964838,unconfirmed,Ryan,Brooklyn,Bushwick,40.70278,-73.92673,TRUE,strict,Private room,2017,$370 ,$74 ,15,21,1/15/2019,0.29,5,3,272
1413904,Cozy New York  City private room,1358561644,verified,Cameron,Queens,Woodside,40.74409,-73.91122,TRUE,flexible,Private room,2012,$784 ,$157 ,2,270,7/7/2019,2.95,3,2,10
1414456,Bed-stuy Royal Room,12863657045,unconfirmed,Wells,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,TRUE,moderate,Private room,2011,$174 ,$35 ,10,16,3/27/2019,0.19,4,3,212
1415009,SUPER CUTE EAST VILLAGE APARTMENT,62132384851,verified,Dixon,Manhattan,East Village,40.72454,-73.99151,TRUE,moderate,Entire home/apt,2006,"$1,078 ",$216 ,3,24,6/27/2019,0.26,2,1,-9
1415561,GREAP STUDIO / 4PPL IN MIDTOWN,5182760229,verified,Myers,Brooklyn,Williamsburg,40.71073,-73.96207,FALSE,strict,Private room,2009,$65 ,$13 ,1,30,6/28/2019,0.33,4,2,339
1416113,BEDFORD AV.  ROOM IN WILLIAMSBURG..,78519406470,verified,Robinson,Brooklyn,Williamsburg,40.71028,-73.96128,FALSE,strict,Private room,2006,$891 ,$178 ,2,5,7/9/2015,0.06,3,2,379
1416666,Sleep & Wake near Botanical Gardens,6565759063,verified,Sullivan,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,FALSE,strict,Entire home/apt,2011,$474 ,$95 ,4,115,12/6/2019,1.25,1,1,146
1417218,Tranquil in the heart of Brooklyn 2,96318990280,unconfirmed,Williams,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,FALSE,moderate,Private room,2003,$440 ,$88 ,5,9,6/25/2019,0.19,1,2,28
1417770,Tranquil in the heart of Brooklyn 1,64034925261,unconfirmed,Nelson,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,TRUE,flexible,Private room,2012,$627 ,$125 ,5,45,5/26/2019,0.52,2,2,105
1418323,"Easy, comfortable studio in Midtown",53108860211,unconfirmed,Riley,Manhattan,Midtown,40.75282,-73.97315,TRUE,moderate,Entire home/apt,2021,"$1,078 ",$216 ,365,19,8/9/2015,0.21,3,1,84
1418875,Huge luxury 1BR apt near Central Park South(4 ppl),48710168809,verified,Brown,Manhattan,Upper East Side,40.76373,-73.96897,TRUE,moderate,Entire home/apt,2011,$57 ,$11 ,3,5,12/31/2018,0.08,4,1,309
1419427,Beautiful brownstone apartment,23167678100,unconfirmed,Chapman,Manhattan,Greenwich Village,40.73388,-73.99452,FALSE,strict,Entire home/apt,2014,$638 ,$128 ,2,203,6/20/2019,2.22,3,1,374
1419979,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,76097964235,verified,Gray,Manhattan,Washington Heights,40.85774,-73.92901,TRUE,flexible,Entire home/apt,2007,$395 ,$79 ,122,20,2/1/2018,0.41,1,1,174
1420532,Luxury Designer Downtown Apartment,77720260976,unconfirmed,Anderson,Manhattan,East Village,40.72257,-73.98465,TRUE,moderate,Entire home/apt,2019,$516 ,$103 ,3,49,10/27/2018,0.53,4,1,232
1421084,Spacious room on charming block in Greenpoint!,67988523719,verified,Williams,Brooklyn,,40.72723,-73.95728,TRUE,strict,Private room,2020,$745 ,$149 ,4,6,4/21/2019,0.07,3,1,20
1421636,"SUNNY, SPACIOUS APT. in  FT. GREENE",19117565420,verified,Morris,Brooklyn,Fort Greene,40.69135,-73.97321,TRUE,moderate,Entire home/apt,2009,"$1,161 ",$232 ,5,7,6/18/2017,0.08,5,1,133
1422189,Guest Room in Authentic Williamsburg Factory Loft,32155673666,unconfirmed,Taylor,Brooklyn,Williamsburg,40.70513,-73.95505,TRUE,moderate,Private room,2018,$456 ,$91 ,2,35,6/30/2019,0.38,3,2,17
1422741,6 Bedroom Landmark West Village Townhouse,65088602752,unconfirmed,Myers,Manhattan,West Village,40.73301,-74.00268,TRUE,flexible,Entire home/apt,2013,$125 ,$25 ,5,28,9/25/2018,0.31,4,4,287
1423293,Beautiful bed and bath - Manhattan,30900714667,verified,Barrett,Manhattan,East Harlem,40.79793,-73.93612,TRUE,moderate,Private room,2003,$815 ,$163 ,6,0,,,2,1,349
1423846,Beautiful Room Near Central Park!,31885898298,unconfirmed,Bailey,Manhattan,Harlem,40.80285,-73.95166,TRUE,moderate,Private room,2022,$188 ,$38 ,2,54,6/24/2019,0.88,2,1,397
1424398,Fantastic 1-bedroom basement apt.,60688379967,verified,Carroll,Brooklyn,Bushwick,40.70642,-73.91665,TRUE,moderate,Entire home/apt,2017,$612 ,$122 ,3,115,6/25/2019,1.75,3,2,263
1424950,"Private Clinton Hill, Brooklyn Apt",46030051006,verified,Cameron,Brooklyn,Clinton Hill,40.68156,-73.96537,FALSE,moderate,Entire home/apt,2011,$80 ,$16 ,5,6,6/24/2019,0.13,4,1,230
1425502,Charming furnished Studio-Loft,80951994322,unconfirmed,Cameron,Manhattan,Upper East Side,40.77368,-73.95198,TRUE,moderate,Entire home/apt,2003,$117 ,$23 ,15,1,8/31/2014,0.02,1,1,180
1426055,Lovely 2 bedroom apartment with backyard access,41475325508,unconfirmed,Carroll,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,FALSE,flexible,Entire home/apt,2003,$632 ,$126 ,3,204,6/30/2019,2.31,4,1,27
1426607,Nights in White Satin in the Slope,54377094483,unconfirmed,Farrell,Brooklyn,,40.65992,-73.99042,FALSE,strict,Entire home/apt,2007,"$1,111 ",$222 ,180,1,1/9/2016,0.03,4,1,163
1427159,"The Carlton, Brooklyn brownstone Duplex w/ garden",78412806115,verified,Higgins,Brooklyn,Prospect Heights,40.67847,-73.97038,TRUE,moderate,Entire home/apt,2014,"$1,122 ",$224 ,3,89,6/23/2019,0.97,1,1,106
1427712,Comfortable Manhattanville.,57766746662,unconfirmed,Kelly,Manhattan,Harlem,40.81371,-73.95585,TRUE,moderate,Private room,2010,$122 ,$24 ,6,130,2/6/2019,1.42,2,2,114
1428264,Beautiful lrg 1800's syle apt share,36013124438,unconfirmed,Miller,Brooklyn,Greenpoint,40.72868,-73.95835,TRUE,moderate,Private room,2016,$213 ,$43 ,7,15,8/6/2019,0.25,1,3,3
1428816,Location wins for East Village Apt,8770896305,verified,Ferguson,Manhattan,East Village,40.73168,-73.98662,TRUE,strict,Entire home/apt,2003,$652 ,$130 ,30,52,5/13/2019,0.6,1,1,28
1429369,Sunny Entire Apt with Romantic Bedroom,23917369415,verified,Ellis,Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533,FALSE,moderate,Entire home/apt,2005,"$1,003 ",$201 ,6,58,12/29/2017,0.63,3,1,296
1429921,Furnished room for rent - Manhattan,45892225237,verified,Miller,Manhattan,East Harlem,40.7928,-73.93967,FALSE,moderate,Private room,2006,$237 ,$47 ,3,208,11/6/2019,2.32,3,1,34
1430473,Large Room in a Huge NY apartment.,37054240683,verified,Perry,Queens,Astoria,40.77117,-73.91905,TRUE,strict,Private room,2012,$911 ,$182 ,5,3,6/20/2017,0.03,1,1,316
1431025,West Village NYC Sun-filled Studio!,44760039195,verified,Gray,Manhattan,West Village,40.73729,-74.00807,FALSE,moderate,Entire home/apt,2003,$74 ,$15 ,30,7,4/21/2013,0.08,5,1,418
1431578,"Large, furnished room in a 2 bedroom!",20368956893,unconfirmed,Gibson,Brooklyn,Crown Heights,,,FALSE,strict,Private room,,$539 ,$108 ,1,1,3/18/2017,0.04,2,1,41
1432130,Huge Apartment!  Amazing View!,51603757074,verified,Tucker,Manhattan,Harlem,40.82977,-73.94071,TRUE,flexible,Entire home/apt,,$471 ,$94 ,3,2,10/4/2018,0.06,4,1,201
1432682,#1 Yellow Block BnB/see at Net Flix Show Stay Here,73096097601,unconfirmed,Wilson,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,FALSE,strict,Entire home/apt,,$873 ,$175 ,4,122,2/7/2019,1.37,5,1,323
1433235,Cozy Brownstone Inn I(studio),16901864823,verified,Bailey,Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957,TRUE,strict,Entire home/apt,2006,$911 ,$182 ,3,63,6/18/2019,0.72,2,2,283
1433787,Crown Height's Brooklyn Cozy Apt,3051356487,unconfirmed,Edwards,Brooklyn,Crown Heights,40.67392,-73.94662,TRUE,moderate,Entire home/apt,2010,$843 ,$169 ,5,26,10/31/2014,0.28,1,1,405
1434339,Amazing West Village 2br,93364792971,unconfirmed,Harrison,Manhattan,West Village,40.73879,-74.00425,TRUE,moderate,Entire home/apt,2015,$706 ,$141 ,27,1,4/5/2022,0.01,5,1,414
1434892,Authentic NY Charming Artist Loft,66486085219,unconfirmed,Bailey,Brooklyn,Greenpoint,,,FALSE,strict,Entire home/apt,2021,"$1,058 ",$212 ,5,14,6/19/2019,0.16,5,1,226
1435444,Beautiful Private Bedroom - Downstairs,207127826,unconfirmed,Taylor,Manhattan,Harlem,40.80671,-73.95082,FALSE,flexible,Private room,2015,$146 ,$29 ,1,107,6/25/2019,2.38,2,1,253
1435996,Kensington/Ditmas Park pied-a-terre,69568692921,unconfirmed,Sullivan,Brooklyn,Kensington,40.6433,-73.97386,FALSE,strict,Entire home/apt,2017,$261 ,$52 ,30,3,7/30/2017,0.05,4,1,108
1436548,QT STUDIO FOR ROMANTIC COUPLES,4057375575,unconfirmed,Gibson,Manhattan,Chinatown,40.71601,-73.99123,TRUE,strict,Entire home/apt,2014,"$1,059 ",$212 ,3,107,5/18/2019,1.17,4,1,418
