id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,total_cost
2307526,HEART OF EAST VILLAGE! Quiet apt in middle of NYC!,42348389766,verified,Mickey,Manhattan,East Village,40.7252,-73.98261,False,flexible,Entire home/apt,2009.0,851.0,170.0,1.0,96.0,2019-01-13 00:00:00,1.31,5.0,1.0,417.0,1021.0
2308078,Large UWS Apt $170.00/day May 2018- September 2018,87506647350,unconfirmed,Neni,Manhattan,Morningside Heights,40.80815,-73.96779,False,moderate,Entire home/apt,2016.0,782.0,156.0,30.0,4.0,2018-01-01 00:00:00,0.07,3.0,1.0,294.0,938.0
2308630,Large Sunny 1BR - Entire 2nd Floor,32435650196,verified,Lisa,Brooklyn,Greenpoint,40.73369,-73.95854,True,moderate,Entire home/apt,2015.0,649.0,130.0,1.0,284.0,2019-06-19 00:00:00,3.8,2.0,2.0,76.0,779.0
2309182,Large  room in 2/1 on park w/2day discounts,93771381629,verified,Alex,Manhattan,Harlem,40.80449,-73.95687,True,moderate,Private room,2022.0,360.0,72.0,1.0,30.0,2019-05-07 00:00:00,0.4,1.0,1.0,384.0,432.0
2309735,Quiet & Convenient Upper East Side,72147511967,verified,Katie,Manhattan,Upper East Side,40.77068,-73.95867,True,moderate,Private room,2016.0,920.0,184.0,3.0,1.0,2016-07-11 00:00:00,0.03,4.0,1.0,362.0,1104.0
2310287,"Big, glamorous, 4BR, 3-story house",95344897714,verified,Jon,Brooklyn,Fort Greene,40.68675,-73.97713,True,flexible,Entire home/apt,2003.0,949.0,190.0,2.0,126.0,2019-06-25 00:00:00,1.75,1.0,1.0,94.0,1139.0
2310839,Fresh and modern 1BR in Bed-Stuy,58086487903,verified,Shaila & Alex,Brooklyn,Bedford-Stuyvesant,40.68683,-73.92922,False,flexible,Entire home/apt,2013.0,1092.0,218.0,2.0,198.0,2019-06-21 00:00:00,2.66,1.0,1.0,349.0,1310.0
2311392,Trendy East Village 1 Bedroom - NYC,42695102932,unconfirmed,Derek,Manhattan,East Village,40.72845,-73.98598,False,strict,Entire home/apt,2020.0,506.0,101.0,4.0,26.0,2019-10-06 00:00:00,1.34,2.0,1.0,261.0,607.0
2311944,MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM,59063510528,verified,LiVi,Brooklyn,Greenpoint,40.72897,-73.95132,True,moderate,Private room,2004.0,563.0,113.0,5.0,13.0,2019-02-01 00:00:00,0.17,1.0,1.0,346.0,676.0
2312496,private spacious sunny bedroom,10218931944,verified,Radium,Brooklyn,Kensington,40.63381,-73.9714,False,strict,Private room,2006.0,764.0,153.0,30.0,10.0,2016-11-30 00:00:00,0.13,5.0,1.0,102.0,917.0
2313049,North Williamsburg whole apt - Off the BEDFORD L,82422503888,verified,Liza,Brooklyn,Williamsburg,40.71813,-73.95981,False,moderate,Entire home/apt,2007.0,972.0,194.0,2.0,51.0,2019-06-15 00:00:00,0.91,1.0,1.0,357.0,1166.0
2313601,Private Master Bedroom@Central Park,55809634519,verified,K. Naomi,Manhattan,East Harlem,40.7948,-73.94835,True,flexible,Private room,2009.0,580.0,116.0,14.0,4.0,2015-09-22 00:00:00,0.06,2.0,3.0,130.0,696.0
2314153,Oasis in the West Village,17594463317,unconfirmed,Kurt,Manhattan,West Village,40.73804,-74.00416,False,moderate,Private room,2017.0,403.0,81.0,30.0,13.0,2018-04-30 00:00:00,0.18,4.0,1.0,-2.0,484.0
2314705,COMFORTABLE NYC RETREAT & Breakfast,78652138338,verified,LaNola,Manhattan,East Harlem,40.79025,-73.9488,False,flexible,Private room,2008.0,967.0,193.0,1.0,273.0,2019-06-23 00:00:00,3.66,2.0,2.0,60.0,1160.0
2315258,Quiet/Clean minutes to Manhattan,41064176446,unconfirmed,John,Queens,Sunnyside,40.74239,-73.92213,False,strict,Private room,2015.0,1165.0,233.0,2.0,12.0,2018-09-30 00:00:00,0.16,4.0,1.0,-10.0,1398.0
2315810,Spring in Central Park-UWS,24754469250,verified,Ali,Manhattan,Upper West Side,40.78571,-73.97149,True,moderate,Entire home/apt,2008.0,714.0,143.0,4.0,3.0,2017-05-20 00:00:00,0.04,3.0,1.0,-5.0,857.0
2316362,Entire 2 bedroom flat,38573206358,unconfirmed,Eric,Brooklyn,Bushwick,40.69814,-73.92996,False,flexible,Entire home/apt,2009.0,1076.0,215.0,30.0,13.0,2018-09-14 00:00:00,0.25,5.0,2.0,305.0,1291.0
2316915,Gorgeous Large Sunny Room - Upper Manhattan,32190750529,unconfirmed,Celine,Manhattan,Washington Heights,40.84002,-73.9385,False,flexible,Private room,2008.0,835.0,167.0,2.0,56.0,2019-06-22 00:00:00,0.76,2.0,1.0,261.0,1002.0
2317467,Huge Private Sunny Bedroom in NYC,47241237769,verified,Lori,Manhattan,Washington Heights,40.8532,-73.93225,False,flexible,Private room,2008.0,629.0,126.0,56.0,0.0,Unknown,0.0,4.0,1.0,221.0,755.0
2318019,Cozy Greenpoint Accommodation,64033423877,verified,Patricia,Brooklyn,Greenpoint,40.73135,-73.95489,True,moderate,Private room,2010.0,123.0,25.0,7.0,116.0,2019-09-06 00:00:00,1.57,4.0,1.0,419.0,148.0
2318572,Modern Trendy Duplex Brooklyn Loft!,13716539013,verified,Alyssia,Brooklyn,Bushwick,40.69776,-73.90939,True,flexible,Entire home/apt,2016.0,705.0,141.0,2.0,31.0,2018-10-26 00:00:00,0.42,3.0,1.0,266.0,846.0
2319124,Nolita: 1BR with private bathroom,54223250702,unconfirmed,Pierre,Manhattan,Nolita,40.72011,-73.99468,False,moderate,Private room,2022.0,1078.0,216.0,15.0,5.0,2019-04-30 00:00:00,0.08,1.0,1.0,337.0,1294.0
2319676,Spacious 2 bedroom near Times Sq,74212637637,verified,Noelle,Manhattan,Hell's Kitchen,40.7593,-73.99143,False,moderate,Entire home/apt,2005.0,666.0,133.0,1.0,0.0,Unknown,0.0,1.0,1.0,210.0,799.0
2320228,Great One-Bed in the West Village,56343600723,verified,Jon,Manhattan,Greenwich Village,40.7302,-74.00165,False,flexible,Entire home/apt,2021.0,258.0,52.0,2.0,136.0,2019-06-22 00:00:00,1.83,1.0,1.0,197.0,310.0
2320781,Room with a sunrise view over colored rooftops,33460192153,verified,John,Brooklyn,Flatbush,40.63641,-73.96712,False,flexible,Private room,2003.0,1056.0,211.0,30.0,0.0,Unknown,0.0,5.0,1.0,3.0,1267.0
2321333,Manhattan apt in the centre of it!,56856795782,unconfirmed,Erin,Manhattan,Midtown,40.74568,-73.98321,False,strict,Entire home/apt,2008.0,884.0,177.0,7.0,6.0,2016-09-10 00:00:00,0.08,3.0,1.0,167.0,1061.0
2321885,Steps to Subway! Entire apt! 20 min to Manhattan!,72609264848,verified,Ana,Brooklyn,Bedford-Stuyvesant,40.68177,-73.9389,True,flexible,Entire home/apt,2016.0,1135.0,227.0,2.0,80.0,2019-01-07 00:00:00,3.93,5.0,1.0,425.0,1362.0
2322438,*Soho Duplex* with private rooftop,82069122547,verified,Jorge,Manhattan,SoHo,40.7252,-74.00279,True,strict,Entire home/apt,2003.0,1168.0,234.0,4.0,25.0,2017-03-01 00:00:00,0.34,4.0,1.0,264.0,1402.0
2322990,LARGE light filled loft/apt! PRIME Williamsburg.âœ¨,195418678,unconfirmed,Heather And John,Brooklyn,Williamsburg,40.71374,-73.94642,False,moderate,Private room,2003.0,366.0,73.0,2.0,43.0,2019-05-28 00:00:00,0.59,4.0,1.0,283.0,439.0
2323542,Amazing View from Contemporary Loft,98289702506,verified,Chris,Manhattan,Midtown,40.74542,-73.98205,False,moderate,Shared room,2018.0,820.0,164.0,1.0,66.0,2019-04-05 00:00:00,0.89,3.0,1.0,40.0,984.0
2324095,"Private, Cozy hideaway apt in Bklyn for 1 to 3 .",97126657489,verified,Sharon,Brooklyn,Canarsie,40.64298,-73.89035,True,flexible,Entire home/apt,2014.0,712.0,142.0,1.0,93.0,2019-06-23 00:00:00,1.28,3.0,1.0,292.0,854.0
2324647,"Beautiful, clean 1-bdrm private apt",16773457251,unconfirmed,Adam,Manhattan,Washington Heights,40.8506,-73.94023,False,flexible,Entire home/apt,2014.0,755.0,151.0,6.0,19.0,2017-07-24 00:00:00,0.26,2.0,1.0,233.0,906.0
2325199,PRIVATE ROOM (BRIGHT & CLEAN) Manhattan NYC,64659838038,verified,Sergio,Manhattan,East Harlem,40.80393,-73.94046,True,moderate,Private room,2019.0,349.0,70.0,30.0,2.0,2017-12-08 00:00:00,0.03,3.0,5.0,374.0,419.0
2325751,Comfortable Central Park North Rm,18897314542,unconfirmed,Clotaire,Manhattan,Harlem,40.8004,-73.95645,False,flexible,Private room,2009.0,472.0,94.0,1.0,85.0,2019-06-29 00:00:00,1.15,1.0,1.0,30.0,566.0
2326304,"spacious, tranquil east village apt",46775654050,unconfirmed,Parker (& Juan),Manhattan,Lower East Side,40.71646,-73.97656,False,moderate,Entire home/apt,2006.0,1160.0,232.0,2.0,32.0,2019-06-04 00:00:00,0.44,4.0,1.0,-6.0,1392.0
2326856,One-Bedroom Apt. on Upper East Side,40514321162,unconfirmed,Aryn,Manhattan,Upper East Side,40.76841,-73.95213,False,flexible,Entire home/apt,2009.0,627.0,125.0,14.0,8.0,2016-09-01 00:00:00,0.11,5.0,1.0,185.0,752.0
2327408,Best Chelsea Street. Beautiful Room. Superhost.,78796044695,unconfirmed,George,Manhattan,Chelsea,40.74652,-74.00089,True,strict,Private room,2008.0,210.0,42.0,2.0,228.0,2019-01-07 00:00:00,3.07,3.0,1.0,154.0,252.0
2327961,"Large apt at Central Park, TimesSq",19509368313,verified,Alex,Manhattan,Hell's Kitchen,40.76636,-73.9855,False,flexible,Entire home/apt,2018.0,596.0,119.0,7.0,30.0,2019-01-26 00:00:00,0.52,1.0,1.0,221.0,715.0
2328513,Hostess Dawn in Brooklyn.,67407342331,verified,Dawn,Brooklyn,East Flatbush,40.64513,-73.94944,True,strict,Private room,2019.0,216.0,43.0,2.0,0.0,Unknown,0.0,3.0,1.0,375.0,259.0
2329065,"Sunny, Quiet! Lovely 1 Bedroom in Prospect Heights",3832162928,unconfirmed,Zach,Brooklyn,Prospect Heights,40.67839,-73.96623,False,moderate,Entire home/apt,2015.0,1197.0,239.0,4.0,125.0,2018-12-29 00:00:00,1.68,2.0,1.0,345.0,1436.0
2329618,Fantastic 1 BR in massive share.,35259971740,verified,Joel,Queens,Long Island City,40.74984,-73.91834,False,moderate,Private room,2008.0,86.0,17.0,1.0,0.0,Unknown,0.0,2.0,1.0,329.0,103.0
2330170,Perfect 1st Floor Brownstone in Meatpacking- 2 ppl,46233128252,unconfirmed,Nicki,Manhattan,Chelsea,40.73984,-74.00187,True,moderate,Entire home/apt,2020.0,576.0,115.0,2.0,9.0,2015-05-17 00:00:00,0.12,1.0,1.0,227.0,691.0
2330722,Sunlit cozy studio apt in UWS (70s),79574728623,unconfirmed,Kinneret,Manhattan,Upper West Side,40.77938,-73.98721,False,flexible,Entire home/apt,2007.0,73.0,15.0,4.0,42.0,2019-06-16 00:00:00,1.44,5.0,1.0,134.0,88.0
2331274,Central Park Room/Bath with a View!,84337043060,unconfirmed,William,Manhattan,Upper West Side,40.79631,-73.96152,False,strict,Private room,2003.0,172.0,34.0,3.0,118.0,2019-01-23 00:00:00,1.61,2.0,1.0,0.0,206.0
2331827,Peaceful Brooklyn Flat,75354548328,unconfirmed,Jason,Brooklyn,Bay Ridge,40.63719,-74.03489,False,moderate,Entire home/apt,2017.0,1102.0,220.0,3.0,38.0,2019-01-05 00:00:00,0.53,2.0,1.0,282.0,1322.0
2332379,Sexy Bedroom near Central Park!,74131874924,unconfirmed,Ari,Manhattan,East Harlem,40.78943,-73.94726,False,flexible,Private room,2006.0,767.0,153.0,1.0,38.0,2019-04-05 00:00:00,0.6,5.0,4.0,355.0,920.0
2332931,beautiful spacious room,97439801920,unconfirmed,Robert,Queens,Ridgewood,40.70823,-73.89925,True,strict,Private room,2022.0,410.0,82.0,1.0,224.0,2019-02-07 00:00:00,3.87,3.0,2.0,89.0,492.0
2333484,PRIVATE ROOM IN NYC ARTIST LOFT,8368663769,verified,Daniel,Bronx,Port Morris,40.80904,-73.93037,True,strict,Private room,2006.0,321.0,64.0,2.0,64.0,2019-06-20 00:00:00,0.87,3.0,1.0,372.0,385.0
2334036,"Bright, New Luxury Exec Studio ",94184277731,unconfirmed,Sean,Manhattan,Hell's Kitchen,40.76161,-73.99452,True,moderate,Entire home/apt,2007.0,690.0,138.0,60.0,7.0,2018-10-17 00:00:00,0.1,3.0,1.0,298.0,828.0
2334588,Authentic Soho Loft (1200 sq ft),91687571849,verified,Norwin,Manhattan,Tribeca,40.71976,-74.00571,False,flexible,Entire home/apt,2019.0,324.0,65.0,2.0,124.0,2019-06-22 00:00:00,1.7,3.0,1.0,289.0,389.0
2335141,Large 1 Bedroom in Astoria,24599465872,unconfirmed,Joseph,Queens,Astoria,40.76797,-73.92858,False,moderate,Entire home/apt,2020.0,268.0,54.0,7.0,11.0,2019-04-30 00:00:00,0.63,3.0,1.0,92.0,322.0
2335693,"STUNNING OCEAN-VIEW 1BR in BROOKLYN, NYC",26104336287,verified,Al,Brooklyn,Brighton Beach,40.57519,-73.95468,False,flexible,Entire home/apt,2005.0,508.0,102.0,2.0,59.0,2019-06-28 00:00:00,0.81,5.0,1.0,99.0,610.0
2336245,ENTIRE 1 Bedroom apartment- Upper East Side,2824677747,verified,Dana,Manhattan,Upper East Side,40.76703,-73.95413,True,flexible,Entire home/apt,2009.0,630.0,126.0,2.0,191.0,2019-06-23 00:00:00,2.6,4.0,1.0,186.0,756.0
2336797,Sunny room - Prime Location,41338988945,unconfirmed,Mar,Manhattan,Two Bridges,40.71166,-73.9972,False,strict,Private room,2020.0,654.0,131.0,1.0,1.0,2016-01-07 00:00:00,0.03,5.0,1.0,127.0,785.0
2337350,Cozy 1 Bedroom in Clinton Hill,42680223729,unconfirmed,Shannon And Dahrehn,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95909,False,moderate,Entire home/apt,2008.0,1023.0,205.0,3.0,155.0,2019-06-15 00:00:00,2.39,2.0,1.0,205.0,1228.0
2337902,The Ganham House,95908450681,unconfirmed,MarQuerite,Brooklyn,East Flatbush,40.65176,-73.93452,False,flexible,Entire home/apt,2020.0,139.0,28.0,3.0,105.0,2019-06-24 00:00:00,1.42,1.0,1.0,228.0,167.0
2338454,Creative Hub in Upper Manhattan,7241504226,unconfirmed,Caits & Taf,Manhattan,Washington Heights,40.83448,-73.94476,False,moderate,Private room,2020.0,942.0,188.0,1.0,33.0,2016-09-05 00:00:00,0.48,4.0,1.0,76.0,1130.0
2339007,Sunny Bedroom in Clinton Hill,96928627732,unconfirmed,Gillian,Brooklyn,Clinton Hill,40.69258,-73.96649,True,strict,Private room,2009.0,663.0,133.0,3.0,11.0,2018-10-22 00:00:00,0.16,5.0,1.0,194.0,796.0
2339559,Clean & Quiet Apartment.,67505100607,unconfirmed,Michael,Queens,Astoria,40.75962,-73.92176,True,flexible,Shared room,2003.0,747.0,149.0,1.0,0.0,Unknown,0.0,4.0,1.0,175.0,896.0
2340111,1 room available for rent in 3 bedroom.,11659345984,unconfirmed,Beca,Brooklyn,Crown Heights,40.67463,-73.91811,True,flexible,Private room,2006.0,462.0,92.0,8.0,5.0,2018-08-25 00:00:00,0.21,5.0,1.0,75.0,554.0
2340664,Quiet minimal clean,74141617451,verified,Emma,Manhattan,East Village,40.73138,-73.98807,True,flexible,Entire home/apt,2005.0,913.0,183.0,2.0,28.0,2019-05-20 00:00:00,0.45,3.0,1.0,221.0,1096.0
2341216,Cozy & Private Fort Green Cottage,89944736034,verified,Allon,Brooklyn,Fort Greene,40.69486,-73.97132,True,strict,Entire home/apt,2022.0,76.0,15.0,2.0,213.0,2019-06-07 00:00:00,2.87,3.0,1.0,402.0,91.0
2341768,One bedroom July 1- Decemb (Phone number hidden by Airbnb) p.mo .,11877717372,unconfirmed,Eleni,Brooklyn,South Slope,40.6672,-73.98986,False,moderate,Private room,2014.0,96.0,19.0,90.0,0.0,Unknown,0.0,3.0,2.0,57.0,115.0
2342320,Beautiful East Village Apt,96621025844,verified,Kevin,Manhattan,East Village,40.72499,-73.98127,True,flexible,Private room,2013.0,239.0,48.0,3.0,14.0,2019-05-17 00:00:00,0.24,4.0,1.0,136.0,287.0
2342873,East Village Bright & Spacious Artist Loft,39926787947,unconfirmed,Tamar,Manhattan,East Village,40.72434,-73.97715,False,flexible,Entire home/apt,2014.0,742.0,148.0,29.0,10.0,2019-01-18 00:00:00,0.17,1.0,1.0,85.0,890.0
2343425,Authentic NYC Living 2,44338828033,unconfirmed,Rodney,Brooklyn,Bedford-Stuyvesant,40.68272,-73.92885,True,flexible,Entire home/apt,2011.0,671.0,134.0,3.0,68.0,2019-06-26 00:00:00,0.97,4.0,2.0,408.0,805.0
2343977,The Green Room: Your NYC Adventure starts here,34067229590,unconfirmed,Alia,Queens,Ditmars Steinway,40.77147,-73.9166,True,strict,Private room,2013.0,272.0,54.0,2.0,103.0,2019-06-23 00:00:00,1.39,1.0,2.0,23.0,326.0
2344530,Stylish apt in the heart of NYC!,28379752905,verified,Nim,Manhattan,Midtown,40.75099,-73.96994,True,moderate,Entire home/apt,2004.0,167.0,33.0,1.0,7.0,2019-12-04 00:00:00,0.1,4.0,1.0,250.0,200.0
2345082,Large room in Washington Heights,83753447119,unconfirmed,Karen,Manhattan,Washington Heights,40.85121,-73.93734,True,moderate,Private room,2015.0,144.0,29.0,5.0,4.0,2016-08-19 00:00:00,0.07,2.0,1.0,365.0,173.0
2345634,"Cozy, modern 1BR, 1st fl brownstone",18659715636,verified,Carlos,Manhattan,Upper West Side,40.78806,-73.97969,False,moderate,Entire home/apt,2019.0,1164.0,233.0,8.0,3.0,2018-07-31 00:00:00,0.04,2.0,1.0,305.0,1397.0
2346187,Private 2 bedroom Midtown Manhattan,79005609208,unconfirmed,Steve,Manhattan,Hell's Kitchen,40.76247,-73.99294,False,strict,Private room,2004.0,177.0,35.0,4.0,77.0,2019-06-19 00:00:00,1.81,2.0,1.0,92.0,212.0
2346739,Rm #1 River view Hamilton Heights,10607077868,unconfirmed,Emmett,Manhattan,Harlem,40.82393,-73.95308,False,flexible,Private room,2007.0,1135.0,227.0,7.0,2.0,2014-12-10 00:00:00,0.03,1.0,2.0,394.0,1362.0
2347291,Floating Cabin Houseboat Rockaway Surf's Up!,7647895532,verified,Ingrid,Queens,Arverne,40.59204,-73.78665,False,flexible,Entire home/apt,2016.0,639.0,128.0,1.0,109.0,2019-06-22 00:00:00,1.49,3.0,1.0,204.0,767.0
2347843,Prospect Park Apt,22283182805,unconfirmed,Ryan,Brooklyn,Crown Heights,40.67394,-73.95951,True,moderate,Entire home/apt,2021.0,1095.0,219.0,2.0,1.0,2017-06-22 00:00:00,0.04,4.0,1.0,7.0,1314.0
2348396,Sunny Williamsburg Apt w/ Deck,36719872154,unconfirmed,Dave & Theresa,Brooklyn,Williamsburg,40.71317,-73.94851,False,flexible,Entire home/apt,2008.0,259.0,52.0,3.0,146.0,2019-06-26 00:00:00,2.08,3.0,2.0,162.0,311.0
2348948,Williamsburg Penthouse Hideaway,37282180323,verified,Martin,Brooklyn,Williamsburg,40.71024,-73.9517,True,moderate,Private room,2011.0,844.0,169.0,1.0,374.0,2019-06-23 00:00:00,5.06,1.0,2.0,244.0,1013.0
2349500,"BK Rest - Williamsburg, Brooklyn",71409398580,verified,Joshua,Brooklyn,Williamsburg,40.70653,-73.9462,True,flexible,Entire home/apt,2022.0,532.0,106.0,45.0,45.0,2019-04-06 00:00:00,0.61,5.0,1.0,71.0,638.0
2350053,Cozy 2 BR apartment in Queens,67818985774,verified,Verena,Queens,Richmond Hill,40.69414,-73.82538,False,flexible,Entire home/apt,2022.0,163.0,33.0,30.0,33.0,2017-08-12 00:00:00,0.46,4.0,3.0,79.0,196.0
2350605,Furnished 1 Bedroom in East Harlem,25189648519,unconfirmed,Jeremiah,Manhattan,East Harlem,40.79293,-73.94048,False,flexible,Entire home/apt,2006.0,915.0,183.0,7.0,7.0,2019-02-19 00:00:00,0.33,5.0,2.0,159.0,1098.0
2351157,Private Room (Cozy & Clean) Manhattan NYC,45005067383,verified,Sergio,Manhattan,East Harlem,40.8035,-73.94041,True,strict,Private room,2010.0,181.0,36.0,30.0,4.0,2018-01-07 00:00:00,0.09,5.0,5.0,223.0,217.0
2351710,Newly Renovated West Village Privat,61099450003,verified,Karim,Manhattan,Flatiron District,40.74389,-73.99159,True,moderate,Private room,2006.0,1174.0,235.0,1.0,17.0,2016-09-27 00:00:00,0.25,1.0,1.0,392.0,1409.0
2352262,"Renovated, Residential Space",41100590629,unconfirmed,Yolanda,Queens,Queens Village,40.70382,-73.73955,False,flexible,Entire home/apt,2008.0,1164.0,233.0,2.0,172.0,2019-06-27 00:00:00,2.32,2.0,2.0,63.0,1397.0
2352814,Stunning Sundrenched Tribeca Loft,27986682355,verified,Jacqueline,Manhattan,Tribeca,40.71908,-74.00546,False,moderate,Entire home/apt,2003.0,736.0,147.0,1.0,21.0,2019-06-23 00:00:00,0.29,4.0,1.0,381.0,883.0
2353366,"Cozy, friendly, 3 min from subway.",69192159998,unconfirmed,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69122,-73.95648,False,moderate,Shared room,2008.0,875.0,175.0,5.0,110.0,2018-03-01 00:00:00,1.49,4.0,4.0,205.0,1050.0
2353919,Lovely Studio in Astoria,86474884753,verified,Inga,Queens,Ditmars Steinway,40.77546,-73.91571,True,moderate,Entire home/apt,2004.0,95.0,19.0,3.0,23.0,2019-04-01 00:00:00,0.67,3.0,1.0,77.0,114.0
2354471,"Lovely, Private Home in Greenpoint",25184605664,verified,Alex,Brooklyn,Greenpoint,40.72992,-73.95628,False,moderate,Entire home/apt,2021.0,228.0,46.0,7.0,4.0,2015-01-07 00:00:00,0.06,3.0,2.0,15.0,274.0
2355023,Private bedroom (15 min Manhattan).,2254771209,unconfirmed,Guillaume,Brooklyn,Bedford-Stuyvesant,40.69652,-73.93548,False,flexible,Private room,2016.0,201.0,40.0,3.0,13.0,2019-05-15 00:00:00,0.22,1.0,1.0,294.0,241.0
2355576,Amazing Duplex in Williamsburg,63237233949,verified,Reut,Brooklyn,Williamsburg,40.71333,-73.96605,False,strict,Entire home/apt,2020.0,909.0,182.0,5.0,0.0,Unknown,0.0,1.0,1.0,247.0,1091.0
2356128,Modern Williamsburg,32171004352,unconfirmed,Christine,Brooklyn,Williamsburg,40.71704,-73.95789,False,moderate,Entire home/apt,2004.0,1112.0,222.0,4.0,27.0,2019-02-01 00:00:00,0.37,5.0,1.0,247.0,1334.0
2356680,Stylish Apt in Heart of Ft. Greene,74355053886,verified,Amy,Brooklyn,Fort Greene,40.68764,-73.97545,False,strict,Entire home/apt,2007.0,637.0,127.0,7.0,6.0,2018-02-12 00:00:00,0.11,2.0,1.0,390.0,764.0
2357233,SUNNY AND COZY BEDROOM IN BROOKLYN!,69601895035,unconfirmed,Leanne,Brooklyn,Crown Heights,40.67322,-73.95847,True,moderate,Private room,2015.0,489.0,98.0,5.0,1.0,2015-01-08 00:00:00,0.02,5.0,2.0,353.0,587.0
2357785,Spacious Harlem Condo,60421247929,unconfirmed,Nancy,Manhattan,Harlem,40.81691,-73.94251,True,moderate,Entire home/apt,2005.0,533.0,107.0,60.0,0.0,Unknown,0.0,1.0,1.0,360.0,640.0
2358337,LUXURY TIMES SQUARE APARTMENT,78623236922,unconfirmed,Dan,Manhattan,Hell's Kitchen,40.76168,-73.9949,True,strict,Entire home/apt,2009.0,840.0,168.0,2.0,52.0,2019-10-04 00:00:00,0.71,4.0,1.0,396.0,1008.0
2358889,"Beautiful Huge Loft in Williamsburg, NY",87672095711,unconfirmed,Tad,Brooklyn,Williamsburg,40.71038,-73.96299,False,strict,Entire home/apt,2010.0,381.0,76.0,3.0,56.0,2019-06-26 00:00:00,0.79,2.0,1.0,380.0,457.0
2359442,Manhattan Upper East Side 1bedroom,41433059285,verified,Susie,Manhattan,Upper East Side,40.78104,-73.94916,True,strict,Entire home/apt,2003.0,256.0,51.0,1.0,190.0,2019-06-21 00:00:00,2.57,2.0,1.0,416.0,307.0
2359994,Big Private Room w/ AC & 5 Blocks to 1 Train,75063201251,unconfirmed,Gia,Manhattan,Harlem,40.8291,-73.94816,True,moderate,Private room,2016.0,660.0,132.0,30.0,3.0,2015-08-23 00:00:00,0.05,5.0,1.0,337.0,792.0
2360546,Stuyvesant Heights Apt mins 2 City,3186487847,verified,Ryan,Brooklyn,Bedford-Stuyvesant,40.68185,-73.94108,False,flexible,Private room,2011.0,50.0,10.0,3.0,13.0,2017-08-18 00:00:00,0.26,1.0,2.0,68.0,60.0
2361099,Spacious 4-BD/2BA Townhouse in PLG,70930767307,verified,Livia,Brooklyn,Crown Heights,40.66521,-73.95427,False,strict,Entire home/apt,2022.0,795.0,159.0,2.0,23.0,2019-04-20 00:00:00,0.37,2.0,1.0,175.0,954.0
2361651,Cozy Retreat in Brooklyn Apartment,72569544009,unconfirmed,Jessica,Brooklyn,Kensington,40.6412,-73.9786,True,flexible,Private room,2008.0,221.0,44.0,2.0,8.0,2014-07-01 00:00:00,0.11,5.0,1.0,419.0,265.0
2362203,Large Sunny Room in Brooklyn,90368498766,unconfirmed,Thomas,Brooklyn,Bushwick,40.69107,-73.91995,False,flexible,Private room,2019.0,682.0,136.0,3.0,12.0,2018-07-27 00:00:00,0.65,4.0,2.0,61.0,818.0
2362756,Spacious and clean 1 bed apt in West Harlem,58556183674,verified,Joel,Manhattan,Harlem,40.80545,-73.95563,True,flexible,Entire home/apt,2014.0,385.0,77.0,30.0,4.0,2018-03-08 00:00:00,0.09,2.0,1.0,398.0,462.0
2363308,Private room 2nd Fl near C&A line and 15mins JFK,18331932169,verified,Yvette,Brooklyn,Cypress Hills,40.68287,-73.87295,True,moderate,Private room,2004.0,611.0,122.0,3.0,28.0,2018-01-01 00:00:00,0.74,2.0,2.0,192.0,733.0
2363860,Bedroom in big sunny loft (& roof!),57063591955,verified,Aurora,Brooklyn,Bushwick,40.69822,-73.93517,True,flexible,Private room,2012.0,895.0,179.0,2.0,11.0,2019-04-06 00:00:00,0.15,2.0,2.0,100.0,1074.0
2364412,Cozy Huge Brownstone in Bedstuy,72305070511,verified,Joseph,Brooklyn,Bedford-Stuyvesant,40.69324,-73.93217,True,strict,Entire home/apt,2017.0,698.0,140.0,1.0,153.0,2019-06-17 00:00:00,2.21,5.0,1.0,270.0,838.0
2364965,Private Room In a Modern Loft,23793708159,unconfirmed,Alex,Brooklyn,Williamsburg,40.7084,-73.94153,True,strict,Private room,2022.0,443.0,89.0,6.0,148.0,2019-06-26 00:00:00,2.09,5.0,3.0,314.0,532.0
2365517,Charming Prewar on Prospect Park!,86200296283,unconfirmed,Dayna,Brooklyn,Prospect Heights,40.67321,-73.96574,False,strict,Entire home/apt,2016.0,1156.0,231.0,5.0,12.0,2017-06-29 00:00:00,0.25,2.0,1.0,349.0,1387.0
2366069,SPACE FOR 8,46605197508,unconfirmed,Karece,Brooklyn,Bedford-Stuyvesant,40.68065,-73.95154,False,moderate,Entire home/apt,2004.0,107.0,21.0,3.0,130.0,2017-12-14 00:00:00,1.84,5.0,1.0,279.0,128.0
2366622,"Entire House in Brooklyn for 6, super good priceÂ¡Â¡",35018891766,unconfirmed,Margarita,Brooklyn,Kensington,40.6458,-73.97097,True,flexible,Entire home/apt,2005.0,150.0,30.0,5.0,11.0,2019-01-01 00:00:00,0.15,4.0,1.0,-3.0,180.0
